Group,NumInGroup,GroupSize,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Surname,TotalExpenses,HasExpenses,Transported
320,2,2,Earth,False,G,44.0,S,TRAPPIST-1e,21.0,False,Bellarkerd,8,1,False
321,1,1,,False,F,61.0,S,TRAPPIST-1e,59.0,True,Bache,1227,1,False
322,1,1,Earth,True,G,45.0,S,PSO J318.5-22,13.0,False,Blange,0,0,False
324,1,1,Earth,True,G,53.0,P,55 Cancri e,43.0,False,Hooperez,0,0,False
326,1,1,Earth,True,G,47.0,S,TRAPPIST-1e,29.0,False,Edwartizman,0,0,False
327,1,1,Earth,False,,,,TRAPPIST-1e,19.0,False,Ocherman,803,1,True
330,1,3,Europa,False,C,14.0,S,TRAPPIST-1e,2.0,False,Siveduced,0,0,True
330,2,3,Europa,False,C,14.0,S,TRAPPIST-1e,32.0,False,,5146,1,True
330,3,3,Europa,False,C,14.0,S,TRAPPIST-1e,33.0,False,Siveduced,2168,1,False
331,1,1,Earth,False,F,72.0,P,TRAPPIST-1e,25.0,False,Burchard,803,1,False
333,1,1,Mars,True,F,73.0,P,55 Cancri e,29.0,False,Melie,0,0,True
334,1,1,Mars,False,F,62.0,S,TRAPPIST-1e,29.0,False,Mushe,7404,1,False
336,1,1,Earth,False,F,74.0,P,TRAPPIST-1e,44.0,False,Cookson,712,1,False
337,1,3,Mars,True,F,63.0,S,55 Cancri e,2.0,False,Perle,0,0,True
337,2,3,Mars,False,F,63.0,S,TRAPPIST-1e,19.0,False,Perle,2460,1,True
337,3,3,Mars,False,F,63.0,S,55 Cancri e,0.0,False,,0,0,True
338,1,1,Earth,True,G,48.0,S,TRAPPIST-1e,18.0,False,Guerson,0,0,True
340,1,1,Europa,True,B,10.0,S,55 Cancri e,38.0,False,Poille,0,0,True
341,1,1,Earth,True,G,57.0,P,PSO J318.5-22,5.0,False,Webstephrey,0,0,False
343,1,1,Earth,False,F,76.0,P,PSO J318.5-22,31.0,False,Salez,1302,1,False
345,1,1,Mars,True,E,21.0,S,TRAPPIST-1e,30.0,False,Racke,0,0,False
346,1,1,Earth,True,G,59.0,P,55 Cancri e,15.0,False,Chanan,0,0,True
347,1,1,Mars,False,F,64.0,S,TRAPPIST-1e,27.0,False,Kraie,1868,1,False
348,1,2,Mars,False,D,12.0,P,TRAPPIST-1e,22.0,False,Mane,3223,1,True
348,2,2,Mars,,,,,TRAPPIST-1e,36.0,False,Mane,2385,1,True
350,1,1,Earth,True,G,60.0,P,PSO J318.5-22,14.0,False,Burchanez,0,0,True
352,1,1,Mars,False,F,78.0,P,TRAPPIST-1e,23.0,False,Strad,4976,1,False
355,1,1,Earth,True,,,,TRAPPIST-1e,18.0,False,Warrison,0,0,True
356,1,1,Europa,True,B,15.0,P,55 Cancri e,36.0,False,Gloyanthy,0,0,True
357,1,1,Earth,False,F,65.0,S,TRAPPIST-1e,41.0,False,Mcleaney,1894,1,False
358,1,2,Earth,True,G,50.0,S,TRAPPIST-1e,50.0,False,Connon,0,0,True
358,2,2,Earth,True,G,50.0,S,PSO J318.5-22,32.0,False,Connon,0,0,True
359,1,1,Earth,False,F,66.0,S,PSO J318.5-22,26.0,False,Popez,689,1,False
360,1,1,Earth,False,F,67.0,S,TRAPPIST-1e,15.0,False,Staffersby,715,1,False
361,1,1,Earth,False,F,68.0,S,55 Cancri e,33.0,False,Headardyer,733,1,True
365,1,1,Earth,False,G,51.0,S,55 Cancri e,,False,Jacostaney,706,1,False
368,1,2,Mars,False,F,82.0,P,TRAPPIST-1e,26.0,False,Perte,7405,1,False
368,2,2,Mars,True,F,82.0,P,TRAPPIST-1e,61.0,False,Perte,0,0,True
369,1,1,Earth,False,G,53.0,S,TRAPPIST-1e,24.0,False,Pottonalden,827,1,True
370,1,1,Earth,False,F,83.0,P,TRAPPIST-1e,30.0,False,Coffmaney,1559,1,False
371,1,1,Mars,True,F,84.0,P,TRAPPIST-1e,24.0,False,Dutte,0,0,True
372,1,1,Earth,False,F,85.0,P,TRAPPIST-1e,24.0,False,,2771,1,False
373,1,1,Earth,True,G,62.0,P,TRAPPIST-1e,41.0,False,Mcneiderson,0,0,False
375,1,1,Earth,False,E,22.0,P,TRAPPIST-1e,20.0,False,Vincenton,788,1,False
376,1,1,Earth,False,G,54.0,S,TRAPPIST-1e,22.0,False,Spentley,908,1,True
377,1,1,Europa,False,C,15.0,S,55 Cancri e,63.0,False,Excialing,9432,1,False
378,1,7,Europa,False,B,11.0,S,55 Cancri e,18.0,False,Pirejus,6065,1,False
378,2,7,Europa,True,B,11.0,S,55 Cancri e,21.0,False,Pirejus,0,0,True
378,3,7,Europa,False,B,11.0,S,TRAPPIST-1e,79.0,False,Pirejus,10645,1,False
378,4,7,Europa,True,B,11.0,S,TRAPPIST-1e,56.0,False,Pirejus,0,0,True
378,5,7,Europa,True,B,11.0,S,TRAPPIST-1e,13.0,False,Pirejus,0,0,True
378,6,7,Europa,False,B,11.0,S,TRAPPIST-1e,33.0,False,Pirejus,4729,1,False
378,7,7,Europa,True,B,11.0,S,TRAPPIST-1e,32.0,False,Pirejus,0,0,True
379,1,1,Earth,False,G,63.0,P,TRAPPIST-1e,31.0,False,Moodson,953,1,True
380,1,1,Europa,True,,,,55 Cancri e,26.0,False,Fuelddid,0,0,True
381,1,2,Europa,True,B,16.0,P,55 Cancri e,18.0,False,Mosteraked,0,0,True
381,2,2,Europa,True,B,16.0,P,55 Cancri e,38.0,False,Mosteraked,0,0,True
382,1,1,,False,G,64.0,P,,23.0,False,Floydendley,720,1,False
383,1,2,Earth,False,G,55.0,S,TRAPPIST-1e,28.0,False,Wagnerray,4688,1,False
383,2,2,Earth,True,G,55.0,S,PSO J318.5-22,34.0,False,Wagnerray,0,0,False
384,1,2,Earth,False,G,56.0,S,55 Cancri e,0.0,False,Simpsonks,0,0,True
384,2,2,Earth,False,G,56.0,S,TRAPPIST-1e,14.0,False,Simpsonks,909,1,True
385,1,1,Earth,False,G,65.0,P,TRAPPIST-1e,23.0,False,Klinson,888,1,False
387,1,1,Earth,True,G,66.0,P,TRAPPIST-1e,49.0,False,Merce,0,0,False
388,1,1,Earth,True,G,57.0,S,TRAPPIST-1e,14.0,False,Sullones,0,0,False
389,1,1,Earth,False,E,23.0,P,TRAPPIST-1e,18.0,False,Savaraldez,791,1,False
391,1,1,Europa,False,C,9.0,P,PSO J318.5-22,27.0,True,Cowsearney,6784,1,True
392,1,1,Earth,False,E,24.0,P,TRAPPIST-1e,48.0,False,Carreralend,1619,1,False
395,1,2,Europa,False,B,17.0,P,55 Cancri e,31.0,True,Hervel,25400,1,False
395,2,2,Europa,False,B,17.0,P,55 Cancri e,61.0,False,Hervel,4445,1,False
396,1,1,Earth,True,G,59.0,S,TRAPPIST-1e,18.0,False,Robins,0,0,True
397,1,1,Mars,True,F,69.0,S,TRAPPIST-1e,45.0,False,Mepie,0,0,True
398,1,1,Mars,False,D,13.0,S,TRAPPIST-1e,22.0,False,Tité,6498,1,False
401,1,2,Mars,False,D,14.0,S,TRAPPIST-1e,30.0,True,Pimne,1056,1,False
401,2,2,Mars,False,D,14.0,S,TRAPPIST-1e,30.0,False,Pimne,1783,1,False
402,1,1,,True,D,15.0,S,55 Cancri e,32.0,True,Sageng,0,0,True
403,1,1,Mars,False,D,13.0,P,TRAPPIST-1e,43.0,True,Wate,1251,1,True
405,1,1,Earth,False,F,89.0,P,55 Cancri e,17.0,False,Flowensley,494,1,False
407,1,3,Earth,False,G,69.0,P,TRAPPIST-1e,23.0,False,Mirez,1720,1,False
407,2,3,Earth,False,F,90.0,P,TRAPPIST-1e,20.0,False,Mirez,693,1,False
407,3,3,Earth,True,G,69.0,P,TRAPPIST-1e,39.0,False,Mirez,0,0,False
408,1,1,Mars,False,E,25.0,P,TRAPPIST-1e,35.0,False,Ble,1299,1,False
409,1,1,Mars,False,F,71.0,S,TRAPPIST-1e,31.0,False,Iccle,1118,1,False
410,1,1,Earth,False,F,72.0,S,55 Cancri e,21.0,False,Roachoanand,717,1,False
411,1,1,Earth,False,F,91.0,P,TRAPPIST-1e,16.0,False,Rushorney,932,1,False
412,1,1,Europa,False,C,11.0,P,TRAPPIST-1e,60.0,False,Quelfly,14744,1,True
413,1,1,Earth,False,F,92.0,P,TRAPPIST-1e,18.0,False,Steinardson,569,1,False
415,1,1,Earth,True,G,60.0,S,TRAPPIST-1e,42.0,False,Pierry,0,0,False
417,1,3,Europa,True,B,18.0,P,55 Cancri e,68.0,False,Poicaptic,0,0,True
417,2,3,Europa,False,B,18.0,P,55 Cancri e,22.0,False,Unhearfus,7878,1,False
417,3,3,Europa,True,B,18.0,P,TRAPPIST-1e,59.0,False,Unhearfus,0,0,True
423,1,1,Europa,False,B,19.0,P,TRAPPIST-1e,,False,Pumbody,3662,1,True
425,1,3,Mars,False,F,96.0,P,TRAPPIST-1e,37.0,False,Fiha,1157,1,False
425,2,3,Mars,True,F,96.0,P,TRAPPIST-1e,3.0,False,Fiha,0,0,True
425,3,3,Mars,True,F,96.0,P,TRAPPIST-1e,31.0,False,Fiha,0,0,True
427,1,1,Europa,False,E,26.0,P,TRAPPIST-1e,31.0,False,Efulows,8956,1,True
428,1,1,Europa,False,C,16.0,S,TRAPPIST-1e,29.0,False,Chocaters,7972,1,True
429,1,2,Europa,False,A,5.0,S,55 Cancri e,20.0,False,Ineysive,10345,1,True
429,2,2,Europa,True,A,5.0,S,55 Cancri e,46.0,False,Ineysive,0,0,True
430,1,1,Earth,False,F,75.0,S,TRAPPIST-1e,29.0,False,Jorden,1042,1,True
431,1,1,Mars,True,F,97.0,P,TRAPPIST-1e,43.0,False,Melto,0,0,True
432,1,1,Mars,False,F,76.0,S,TRAPPIST-1e,17.0,False,Knike,1493,1,False
433,1,2,Europa,,B,20.0,P,55 Cancri e,27.0,False,Mormonized,0,0,True
433,2,2,Europa,False,B,20.0,P,TRAPPIST-1e,47.0,False,Mormonized,7513,1,False
434,1,1,Mars,True,F,77.0,S,TRAPPIST-1e,45.0,False,Pread,0,0,True
435,1,1,Earth,True,G,62.0,S,TRAPPIST-1e,17.0,False,Willynnedy,0,0,True
436,1,2,Earth,False,G,63.0,S,55 Cancri e,10.0,False,Hodes,0,0,True
436,2,2,Earth,False,G,63.0,S,PSO J318.5-22,56.0,False,Hodes,679,1,False
437,1,2,Earth,False,F,78.0,S,TRAPPIST-1e,39.0,False,Oneiles,871,1,False
437,2,2,Earth,False,F,78.0,S,PSO J318.5-22,40.0,False,Oneiles,873,1,False
438,1,1,Europa,True,B,13.0,S,TRAPPIST-1e,40.0,False,Diateous,0,0,True
439,1,1,Europa,False,C,13.0,P,55 Cancri e,34.0,False,Unciate,7674,1,False
441,1,1,Earth,False,F,79.0,S,55 Cancri e,32.0,False,Hahnstonsen,722,1,False
442,1,1,Earth,False,F,98.0,P,TRAPPIST-1e,35.0,False,Armstromez,1050,1,False
444,1,2,Mars,False,D,15.0,P,TRAPPIST-1e,32.0,True,Curte,3015,1,False
444,2,2,,False,F,99.0,P,TRAPPIST-1e,26.0,True,Curte,2005,1,False
445,1,2,Earth,False,F,80.0,S,TRAPPIST-1e,25.0,False,Marshopper,2175,1,False
445,2,2,,False,E,25.0,S,TRAPPIST-1e,26.0,False,Marshopper,792,1,False
446,1,1,Europa,True,B,21.0,P,55 Cancri e,22.0,False,Singmage,0,0,True
447,1,1,Earth,False,F,81.0,S,TRAPPIST-1e,22.0,False,Mcclayton,804,1,True
448,1,2,Earth,False,E,27.0,P,TRAPPIST-1e,24.0,False,Hoppernardy,789,1,False
448,2,2,Earth,True,G,71.0,P,PSO J318.5-22,32.0,False,,0,0,True
449,1,1,Earth,True,G,64.0,S,TRAPPIST-1e,11.0,False,Moongton,0,0,True
452,1,1,Mars,True,E,26.0,S,TRAPPIST-1e,22.0,False,Ecart,0,0,True
453,1,3,Europa,True,B,14.0,S,TRAPPIST-1e,19.0,False,Taptiritty,0,0,True
453,2,3,Europa,True,,,,55 Cancri e,34.0,False,Taptiritty,0,0,True
453,3,3,Europa,True,B,14.0,S,TRAPPIST-1e,74.0,False,Taptiritty,0,0,True
454,1,3,Europa,,B,15.0,S,55 Cancri e,28.0,True,Geoconne,5043,1,True
454,2,3,Europa,True,B,15.0,S,TRAPPIST-1e,42.0,False,Fushausive,0,0,True
454,3,3,Europa,True,B,15.0,S,TRAPPIST-1e,43.0,False,Geoconne,0,0,True
456,1,1,Earth,False,F,83.0,S,TRAPPIST-1e,55.0,False,Hinetthews,715,1,False
457,1,3,Earth,False,G,72.0,P,PSO J318.5-22,19.0,False,Poperez,773,1,True
457,2,3,Earth,True,G,72.0,P,TRAPPIST-1e,6.0,False,Poperez,0,0,False
457,3,3,Earth,False,G,72.0,P,TRAPPIST-1e,7.0,False,Poperez,0,0,False
458,1,1,Europa,True,D,16.0,S,55 Cancri e,28.0,False,Bedectical,0,0,True
459,1,1,Earth,False,F,84.0,S,TRAPPIST-1e,15.0,False,Nichoan,2217,1,False
460,1,1,Earth,True,G,65.0,S,PSO J318.5-22,24.0,False,Jenningley,0,0,True
461,1,3,Earth,False,E,27.0,S,PSO J318.5-22,31.0,False,Yorkland,869,1,True
461,2,3,Earth,False,F,85.0,S,TRAPPIST-1e,22.0,False,Yorkland,884,1,True
461,3,3,Earth,False,G,66.0,S,55 Cancri e,1.0,False,Yorkland,0,0,True
462,1,1,Earth,True,G,67.0,S,,50.0,False,Sosanturney,0,0,False
463,1,2,Mars,False,F,100.0,P,TRAPPIST-1e,34.0,False,Staf,1157,1,False
463,2,2,Mars,False,F,100.0,P,TRAPPIST-1e,14.0,False,Staf,1861,1,False
465,1,2,Earth,False,E,28.0,P,TRAPPIST-1e,19.0,False,Chaellerty,1620,1,False
465,2,2,Earth,False,E,28.0,P,TRAPPIST-1e,,False,Chaellerty,826,1,True
466,1,1,Earth,False,F,101.0,P,TRAPPIST-1e,36.0,False,Beachez,865,1,False
468,1,1,Earth,True,,,,TRAPPIST-1e,34.0,False,Wynneyerson,0,0,False
470,1,2,Mars,True,F,86.0,S,55 Cancri e,25.0,False,Binie,0,0,True
470,2,2,,True,F,86.0,S,TRAPPIST-1e,36.0,False,Binie,0,0,True
471,1,2,Europa,False,B,22.0,P,TRAPPIST-1e,16.0,False,Fuelisent,5400,1,False
471,2,2,Europa,False,B,22.0,P,55 Cancri e,30.0,False,Fuelisent,7976,1,True
472,1,1,Earth,False,F,87.0,S,PSO J318.5-22,37.0,False,Solinez,862,1,False
474,1,1,Earth,True,G,69.0,S,55 Cancri e,15.0,False,Chardst,0,0,True
475,1,1,Earth,False,E,29.0,P,TRAPPIST-1e,36.0,False,Gilesonston,990,1,False
476,1,3,Mars,False,F,103.0,P,PSO J318.5-22,27.0,False,Chiff,295,1,False
476,2,3,Mars,True,F,103.0,P,TRAPPIST-1e,27.0,False,Chiff,0,0,True
476,3,3,Mars,True,F,103.0,P,TRAPPIST-1e,12.0,False,Chiff,0,0,True
477,1,1,Earth,False,E,30.0,P,TRAPPIST-1e,22.0,False,Moongton,1624,1,False
480,1,1,Earth,False,G,74.0,P,TRAPPIST-1e,27.0,False,Mcdanield,332,1,False
481,1,1,Earth,True,G,70.0,S,TRAPPIST-1e,13.0,False,Peckerson,0,0,True
482,1,2,Earth,False,E,28.0,S,TRAPPIST-1e,27.0,False,Mallerez,788,1,False
482,2,2,Earth,False,F,88.0,S,TRAPPIST-1e,28.0,False,Mallerez,629,1,False
485,1,1,Europa,False,B,17.0,S,55 Cancri e,21.0,False,Unloweedic,3436,1,False
487,1,1,Europa,,C,19.0,S,TRAPPIST-1e,39.0,False,Obeaded,6527,1,False
488,1,1,Earth,True,G,76.0,P,PSO J318.5-22,28.0,False,Vantonson,0,0,False
490,1,1,Earth,True,G,71.0,S,TRAPPIST-1e,14.0,False,Kirklander,0,0,True
498,1,2,Europa,True,,,,55 Cancri e,27.0,False,Preent,0,0,True
498,2,2,Europa,True,B,18.0,S,55 Cancri e,46.0,False,Preent,0,0,True
499,1,2,Mars,True,F,89.0,S,55 Cancri e,27.0,False,Meake,0,0,True
499,2,2,Mars,False,E,29.0,S,TRAPPIST-1e,21.0,False,Meake,0,0,False
500,1,1,Mars,False,D,19.0,P,55 Cancri e,21.0,False,Cakie,2344,1,True
501,1,1,Europa,False,E,32.0,P,TRAPPIST-1e,42.0,False,Spedlybood,2377,1,False
502,1,1,Mars,False,,,,TRAPPIST-1e,22.0,False,Swell,1298,1,False
503,1,3,Mars,False,F,90.0,S,TRAPPIST-1e,10.0,False,Fone,0,0,True
503,2,3,Mars,False,F,90.0,S,TRAPPIST-1e,43.0,False,Fone,1897,1,False
503,3,3,Mars,False,E,31.0,S,TRAPPIST-1e,42.0,False,Fone,1297,1,False
504,1,6,Europa,True,B,19.0,S,55 Cancri e,18.0,False,Unpasine,0,0,True
504,2,6,Europa,True,B,19.0,S,55 Cancri e,54.0,False,Unpasine,0,0,True
504,3,6,Europa,True,B,19.0,S,,24.0,False,Unpasine,0,0,True
504,4,6,Europa,False,B,19.0,S,TRAPPIST-1e,64.0,False,Unpasine,2901,1,False
504,5,6,Europa,True,B,19.0,S,55 Cancri e,18.0,False,Unpasine,0,0,True
504,6,6,,True,B,19.0,S,55 Cancri e,53.0,False,Unpasine,0,0,True
506,1,1,Mars,True,F,91.0,S,TRAPPIST-1e,23.0,False,Backe,0,0,True
507,1,1,Earth,False,G,74.0,S,TRAPPIST-1e,39.0,False,Mccarry,0,0,True
510,1,1,Europa,False,C,16.0,P,TRAPPIST-1e,59.0,False,Sinecthex,16844,1,True
512,1,2,Europa,False,D,18.0,S,55 Cancri e,32.0,False,Nateansive,5936,1,True
512,2,2,Europa,True,D,18.0,S,TRAPPIST-1e,55.0,False,Nateansive,0,0,True
513,1,1,Earth,True,G,78.0,P,PSO J318.5-22,21.0,False,Blandez,0,0,True
515,1,1,Europa,True,B,20.0,S,TRAPPIST-1e,50.0,False,Swinvul,0,0,True
516,1,1,Europa,False,A,6.0,S,55 Cancri e,55.0,False,Eneurordry,5022,1,False
517,1,1,Earth,False,F,109.0,P,TRAPPIST-1e,,False,Kimons,1521,1,False
518,1,1,,True,F,92.0,S,TRAPPIST-1e,35.0,False,Parta,0,0,True
519,1,1,Earth,True,G,77.0,S,TRAPPIST-1e,,False,Farleyatton,0,0,True
520,1,1,Earth,False,G,78.0,S,TRAPPIST-1e,55.0,False,Mcguirez,62,1,False
521,1,1,Earth,False,E,32.0,S,TRAPPIST-1e,23.0,False,Hornettoney,302,1,True
522,1,1,Earth,False,E,33.0,P,TRAPPIST-1e,42.0,False,Parklaney,906,1,False
523,1,1,Earth,False,E,33.0,S,TRAPPIST-1e,35.0,False,Joyneidez,2505,1,True
525,1,1,Earth,True,,,,TRAPPIST-1e,47.0,False,Mirezavis,0,0,True
527,1,2,Mars,False,F,93.0,S,55 Cancri e,,False,Stité,1190,1,False
527,2,2,Mars,True,F,93.0,S,TRAPPIST-1e,34.0,False,Stité,0,0,True
528,1,1,Europa,False,C,17.0,P,TRAPPIST-1e,46.0,False,Stiven,11141,1,False
529,1,1,Earth,True,G,81.0,P,PSO J318.5-22,26.0,False,Sellahaney,0,0,False
531,1,2,Earth,True,G,82.0,P,55 Cancri e,1.0,False,Alentonway,0,0,False
531,2,2,Earth,True,G,82.0,P,55 Cancri e,,False,Alentonway,0,0,True
533,1,1,Mars,False,D,21.0,P,TRAPPIST-1e,33.0,False,Stike,961,1,False
534,1,2,Europa,False,B,23.0,P,TRAPPIST-1e,34.0,False,Parbage,8476,1,False
534,2,2,Europa,False,B,23.0,P,TRAPPIST-1e,49.0,False,Parbage,5863,1,False
537,1,1,Earth,False,G,83.0,P,TRAPPIST-1e,22.0,False,Staffersby,677,1,False
538,1,1,Earth,False,F,110.0,P,TRAPPIST-1e,28.0,False,Swanardy,1078,1,True
539,1,5,Europa,True,C,18.0,P,TRAPPIST-1e,,False,Nalanet,0,0,True
539,2,5,Europa,True,C,18.0,P,55 Cancri e,36.0,False,Nalanet,0,0,True
539,3,5,,True,C,18.0,P,55 Cancri e,30.0,False,Nalanet,0,0,True
539,4,5,Europa,True,C,18.0,P,TRAPPIST-1e,49.0,False,Nalanet,0,0,True
539,5,5,Europa,False,C,18.0,P,TRAPPIST-1e,38.0,False,Nalanet,7268,1,False
540,1,2,Mars,True,F,95.0,S,TRAPPIST-1e,31.0,False,Conie,0,0,True
540,2,2,,False,F,95.0,S,TRAPPIST-1e,17.0,False,Conie,1532,1,False
542,1,1,Earth,False,G,84.0,P,TRAPPIST-1e,26.0,False,Ments,887,1,False
545,1,1,Earth,False,F,111.0,P,TRAPPIST-1e,23.0,False,Sextones,740,1,False
546,1,1,Earth,False,F,96.0,S,55 Cancri e,24.0,False,Stenson,2459,1,False
547,1,1,Earth,False,F,97.0,S,TRAPPIST-1e,23.0,False,Weavesend,865,1,False
548,1,1,Earth,False,E,36.0,S,TRAPPIST-1e,24.0,False,Webstes,791,1,True
549,1,2,Mars,False,D,19.0,S,PSO J318.5-22,32.0,False,Watte,919,1,True
549,2,2,Mars,True,F,98.0,S,TRAPPIST-1e,43.0,False,Watte,0,0,True
550,1,1,Earth,False,F,99.0,S,TRAPPIST-1e,23.0,False,Cleminglas,787,1,True
551,1,1,Earth,False,G,80.0,S,TRAPPIST-1e,42.0,False,Bradlerson,849,1,False
552,1,1,Europa,True,C,21.0,S,55 Cancri e,29.0,False,Brathful,0,0,True
553,1,2,Europa,True,C,19.0,P,TRAPPIST-1e,40.0,False,Valindle,0,0,True
553,2,2,Europa,False,C,19.0,P,TRAPPIST-1e,37.0,False,Valindle,7270,1,True
555,1,2,Europa,True,C,20.0,P,55 Cancri e,61.0,False,Graciansus,0,0,True
555,2,2,Europa,False,C,20.0,P,TRAPPIST-1e,33.0,False,Graciansus,2691,1,False
556,1,1,Earth,False,F,100.0,S,TRAPPIST-1e,19.0,False,Rames,1448,1,True
559,1,1,Earth,False,F,102.0,S,PSO J318.5-22,21.0,False,Harmond,671,1,False
560,1,3,Earth,False,G,81.0,S,TRAPPIST-1e,4.0,False,Hortez,0,0,False
560,2,3,Earth,False,G,81.0,S,PSO J318.5-22,12.0,False,Hortez,0,0,True
560,3,3,,False,F,103.0,S,TRAPPIST-1e,44.0,False,Josey,1839,1,True
561,1,1,Earth,False,G,82.0,S,TRAPPIST-1e,22.0,False,Flemaney,774,1,False
563,1,1,Mars,False,F,114.0,P,55 Cancri e,33.0,False,Petie,1905,1,False
564,1,3,Europa,True,B,24.0,P,55 Cancri e,32.0,False,Dinsprody,0,0,True
564,2,3,Europa,True,B,24.0,P,TRAPPIST-1e,28.0,False,Dinsprody,0,0,True
564,3,3,Europa,False,B,24.0,P,,28.0,False,Dinsprody,5461,1,False
565,1,1,Mars,False,F,115.0,P,TRAPPIST-1e,31.0,False,Ble,1309,1,False
566,1,1,Mars,True,E,37.0,S,TRAPPIST-1e,13.0,False,Mish,0,0,True
567,1,1,Earth,True,G,83.0,S,TRAPPIST-1e,14.0,False,Munozanson,0,0,True
568,1,2,Europa,,D,20.0,S,TRAPPIST-1e,33.0,False,Baciffhaut,1946,1,False
568,2,2,Europa,True,D,20.0,S,55 Cancri e,,False,Baciffhaut,0,0,True
569,1,1,Earth,False,F,116.0,P,TRAPPIST-1e,23.0,False,Merce,644,1,True
570,1,1,Europa,False,C,22.0,S,TRAPPIST-1e,36.0,True,Tramsor,6634,1,True
571,1,7,Europa,True,C,21.0,P,55 Cancri e,22.0,False,Ousious,0,0,True
571,2,7,Europa,True,C,21.0,P,TRAPPIST-1e,19.0,False,Ousious,0,0,False
571,3,7,Europa,True,C,21.0,P,TRAPPIST-1e,42.0,False,Ousious,0,0,True
571,4,7,Europa,True,C,21.0,P,,30.0,False,Hednigic,0,0,True
571,5,7,Europa,True,C,21.0,P,55 Cancri e,16.0,False,Ousious,0,0,True
571,6,7,Europa,False,C,21.0,P,TRAPPIST-1e,55.0,False,Ousious,4924,1,False
571,7,7,Europa,True,C,21.0,P,TRAPPIST-1e,55.0,False,Ousious,0,0,True
572,1,1,Earth,False,F,105.0,S,TRAPPIST-1e,19.0,False,Lamberguson,2786,1,False
573,1,1,Earth,False,F,117.0,P,TRAPPIST-1e,,False,Dickley,902,1,False
575,1,1,Europa,True,E,34.0,P,TRAPPIST-1e,18.0,False,Bootty,0,0,True
576,1,1,Earth,False,F,107.0,S,,21.0,False,Herry,735,1,False
577,1,1,Earth,False,G,86.0,P,TRAPPIST-1e,65.0,False,Holson,626,1,False
579,1,2,Earth,False,F,108.0,S,TRAPPIST-1e,55.0,False,Trankliney,880,1,True
579,2,2,Earth,False,G,85.0,S,TRAPPIST-1e,50.0,False,Trankliney,233,1,False
580,1,1,Earth,True,G,87.0,P,TRAPPIST-1e,49.0,False,Wagnerray,0,0,True
581,1,1,Earth,False,E,38.0,S,TRAPPIST-1e,22.0,False,Woodgezalez,788,1,False
582,1,1,Mars,True,F,118.0,P,TRAPPIST-1e,33.0,False,Chort,0,0,True
583,1,3,Mars,True,F,109.0,S,TRAPPIST-1e,3.0,False,Erle,0,0,True
583,2,3,Mars,True,F,109.0,S,TRAPPIST-1e,0.0,False,Erle,0,0,True
583,3,3,Mars,True,F,109.0,S,TRAPPIST-1e,33.0,False,Erle,0,0,True
585,1,3,Mars,True,F,120.0,P,TRAPPIST-1e,48.0,False,Fone,0,0,True
585,2,3,Mars,True,F,120.0,P,TRAPPIST-1e,5.0,False,Fone,0,0,True
585,3,3,Mars,False,D,22.0,P,TRAPPIST-1e,23.0,False,Fone,3740,1,False
586,1,1,Europa,True,D,23.0,P,TRAPPIST-1e,53.0,False,Oillicaly,0,0,True
587,1,1,Mars,False,F,121.0,P,TRAPPIST-1e,18.0,False,Tecre,1688,1,False
588,1,1,Earth,True,G,89.0,P,PSO J318.5-22,20.0,False,Delazarson,0,0,False
589,1,1,Earth,False,E,35.0,P,TRAPPIST-1e,23.0,False,Hardley,787,1,False
590,1,1,Earth,False,G,90.0,P,TRAPPIST-1e,48.0,False,Burchanez,1777,1,False
591,1,1,Earth,True,G,86.0,S,PSO J318.5-22,19.0,False,Mcclayton,0,0,False
593,1,1,Mars,False,D,24.0,P,TRAPPIST-1e,,,Kra,2383,1,False
594,1,2,Earth,False,G,87.0,S,55 Cancri e,9.0,False,Flynner,0,0,False
594,2,2,,False,E,39.0,S,TRAPPIST-1e,24.0,False,Flynner,787,1,False
596,1,1,Mars,False,F,123.0,P,TRAPPIST-1e,46.0,False,Gene,2598,1,True
597,1,2,Earth,True,G,91.0,P,,23.0,False,Roachoanand,0,0,True
597,2,2,Earth,True,G,91.0,P,TRAPPIST-1e,21.0,False,Roachoanand,0,0,False
598,1,1,Earth,True,G,89.0,S,TRAPPIST-1e,19.0,False,Buckeelez,0,0,False
599,1,4,Mars,False,F,124.0,P,TRAPPIST-1e,0.0,False,Crité,0,0,True
599,2,4,Mars,False,F,124.0,P,TRAPPIST-1e,4.0,False,Crité,0,0,True
599,3,4,Mars,False,F,124.0,P,TRAPPIST-1e,26.0,False,Crité,1428,1,False
599,4,4,Mars,True,F,124.0,P,TRAPPIST-1e,9.0,False,Crité,0,0,True
600,1,1,Europa,False,C,23.0,S,TRAPPIST-1e,24.0,False,Ormler,5013,1,True
602,1,3,Mars,True,F,125.0,P,TRAPPIST-1e,24.0,False,Brine,0,0,True
602,2,3,Mars,False,E,36.0,P,TRAPPIST-1e,25.0,False,Brine,0,0,False
602,3,3,Mars,True,F,125.0,P,TRAPPIST-1e,21.0,False,Brine,0,0,True
603,1,1,Earth,False,F,126.0,P,TRAPPIST-1e,21.0,False,Scheron,759,1,False
607,1,3,Europa,False,C,22.0,P,TRAPPIST-1e,37.0,,Hontichre,11140,1,False
